CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC
6.0402,0.19399999999999998,32.7506,0.5046,0.4919,3.7659,2.2009,87.8656
6.0366,0.1898,30.7257,0.5147,0.4985,3.7009,2.2159,88.1723
6.0442,0.1885,32.8078,0.5094,0.49200000000000005,3.8813,2.2086,88.52799999999999
6.0481,0.1919,33.6081,0.4995,0.483,3.8978,2.2189,88.9148
6.0519,0.1908,34.1918,0.4924,0.4744,4.1374,2.2217,89.1834
6.0488,0.2,34.0901,0.4815,0.4641,4.3725,2.2207,89.2944
6.0446,0.2076,33.8538,0.4817,0.4646,4.1493,2.2106,89.2295
6.0511,0.1993,34.6565,0.498,0.4802,4.0811,2.2076,89.1365
6.0499,0.1951,34.2707,0.5058,0.4865,3.9164,2.2027,89.0771
6.0442,0.1953,34.942,0.4954,0.4756,3.6816,2.2185,89.0673
6.0481,0.1901,33.653,0.4956,0.4756,3.8653,2.2087,89.0738
6.0507,0.1998,33.0446,0.4937,0.4745,3.8999,2.2081,89.0359
6.0383,0.2053,34.2491,0.4927,0.4737,3.9341,2.2064,88.9911
6.0281,0.1985,34.2633,0.4921,0.4722,3.9057,2.205,88.958
6.041,0.1978,35.3237,0.5095,0.491,3.9004,2.2019,89.1787
6.0445,0.1982,36.7644,0.4999,0.4819,4.0354,2.2097,89.2532
6.0414,0.2033,36.3654,0.496,0.48200000000000004,4.0073,2.2124,89.2668
6.0428,0.1932,33.539,0.5131,0.4989,3.9426,2.2124,88.8442
6.0396,0.1878,32.7647,0.522,0.5063,3.8754,2.2172,88.5637
6.0355,0.1879,32.7413,0.5165,0.5015,3.875,2.2137,88.2482
6.0412,0.1865,34.062,0.5072,0.4915,3.8962,2.2135,87.8255
6.0406,0.1909,35.0993,0.5093,0.4923,4.1074,2.2323,87.4562
6.0404,0.1896,35.5373,0.52,0.5045,4.2545,2.2376,87.1154
6.041,0.1909,37.6287,0.5192,0.5066,4.2204,2.2375,87.1083
6.0358,0.19,37.8974,0.5088,0.4948,3.9715,2.2467,87.3615
6.0366,0.1811,37.1895,0.4944,0.4804,3.8706,2.2403,87.92299999999999
6.0351,0.1845,37.792,0.4905,0.4765,4.1041,2.2185,88.4677
6.0307,0.195,36.2724,0.4908,0.4754,4.0708,2.2216,88.9581
6.0378,0.1931,34.3803,0.4947,0.4778,3.9755,2.2301,89.2581
6.0388,0.1907,33.2502,0.495,0.4798,4.1984,2.2235,89.40299999999999
6.0434,0.1936,31.7632,0.4978,0.4819,4.1516,2.2133,89.4173
6.0398,0.1958,31.7233,0.5009,0.4845,4.0071,2.2113,89.4097
6.0333,0.1933,31.5649,0.501,0.484,3.8659,2.2189,89.3817
6.0345,0.1871,32.5471,0.498,0.4825,3.8384,2.2259,89.3142
6.0442,0.1891,33.2777,0.4978,0.4829,3.9035,2.222,89.1495
6.0477,0.193,32.1231,0.4919,0.4799,3.865,2.2132,88.92299999999999
6.041,0.1882,31.4254,0.5085,0.5005,3.8506,2.2177,88.3915
6.0355,0.1877,31.0916,0.4994,0.4901,3.9332,2.2124,88.3759
6.0337,0.1907,30.4826,0.491,0.4822,3.9455,2.2188,88.39200000000001
6.0374,0.19,29.5615,0.4952,0.4879,4.0323,2.2111,88.3816
6.0456,0.1835,30.429000000000002,0.4918,0.4858,4.2026,2.2232,88.0844
6.0485,0.1794,31.622,0.4953,0.4867,3.9410000000000003,2.2299,87.8191
6.0473,0.1833,32.6662,0.4968,0.486,3.8157,2.2325,87.5961
6.0444,0.1843,33.1346,0.501,0.4896,3.93,2.2264,87.5691
6.0384,0.1867,33.0026,0.503,0.491,4.1736,2.2132,87.7117
6.0408,0.1908,32.6143,0.4955,0.4835,4.0569,2.2104,87.9212
6.0444,0.192,33.118,0.4893,0.4781,3.8734,2.2161,88.1107
6.0412,0.1875,33.4019,0.4956,0.4854,3.9454,2.2214,88.4221
6.0477,0.1869,33.383,0.5072,0.4974,3.9723,2.222,88.4872
6.0481,0.1853,34.3242,0.5055,0.4953,3.9479,2.2238,88.4727
6.0448,0.1824,33.7578,0.5001,0.4898,3.7788,2.227,88.4887
6.0497,0.1806,32.9846,0.4975,0.4871,3.7191,2.2304,88.5412
6.0496,0.1827,33.2854,0.4996,0.4876,3.8032,2.2338,88.5063
6.0456,0.1869,33.0142,0.5002,0.4882,3.8744,2.2455,88.4831
6.042000000000001,0.1871,32.8247,0.5124,0.49700000000000005,3.9694,2.2138,89.2226
6.0479,0.1896,32.6112,0.5054,0.4867,3.8277,2.2263,89.7504
6.0466,0.1894,31.4414,0.4974,0.4768,4.0414,2.2247,90.3107
6.0377,0.1946,32.7327,0.4883,0.4689,3.9592,2.2202,90.4784
6.0367,0.1901,34.8941,0.4897,0.47100000000000003,4.074,2.2138,89.6651
6.0441,0.1896,32.0597,0.4947,0.4765,4.0693,2.2307,88.9832
6.0376,0.1807,32.6059,0.5084,0.4901,3.8713,2.2448,88.0225
6.0408,0.1835,31.6742,0.5173,0.4999,3.9161,2.2452,88.1403
6.0444,0.1869,31.3258,0.5181,0.503,3.8935,2.2387,88.3665
6.0382,0.183,33.5445,0.5178,0.5019,3.9521,2.2529,88.9206
6.0497,0.1831,32.6046,0.5123,0.4996,3.7683,2.234,89.211
6.0487,0.1872,31.3669,0.5121,0.5008,3.785,2.2198,89.42399999999999
6.0388,0.1886,32.6604,0.5105,0.498,3.9026,2.2129,89.5773
6.0402,0.1916,32.7559,0.5012,0.4882,3.9578,2.2154,89.618
6.0141,0.1962,33.4021,0.49700000000000005,0.4846,3.9662,2.2258,89.6198
6.0271,0.1926,32.5237,0.4993,0.4868,3.8955,2.2303,89.6365
6.0515,0.1849,32.8531,0.5021,0.4889,3.7899,2.2319,89.7002
6.0529,0.1849,35.4071,0.5049,0.491,3.8723,2.2358,89.7014
6.0395,0.1867,33.2929,0.5081,0.4916,3.9222,2.2392,89.65299999999999
6.039,0.1884,29.0702,0.5067,0.4778,3.8473,2.2382,89.6719
6.0489,0.19,29.464000000000002,0.4765,0.4607,3.8473,2.2335,89.7647
6.0495,0.187,30.3407,0.4773,0.46399999999999997,3.9134,2.2402,90.0011
6.0365,0.1853,31.044,0.4818,0.4679,4.0336,2.2304,90.3766
6.0323,0.1879,31.3284,0.4842,0.469,3.8285,2.2119,90.7047
6.0441,0.1972,32.1854,0.488,0.4719,3.8263,2.1943,90.9956
6.0462,0.2,32.684,0.4924,0.4765,3.9276,2.1907,91.2428
6.0351,0.19399999999999998,32.9482,0.4889,0.4737,4.0203,2.1873,91.3254
6.039,0.1964,31.6987,0.47600000000000003,0.4614,4.2523,2.1892,91.2937
6.0485,0.198,30.2393,0.4752,0.4618,4.1798,2.2057,91.1373
6.0482,0.2072,29.4163,0.4701,0.4552,3.8689999999999998,2.2183,90.9015
6.0503,0.1976,30.0413,0.47100000000000003,0.4545,4.1617,2.1996,90.3846
6.0466,0.2013,29.6826,0.4713,0.4585,4.2119,2.1932,89.9469
6.0311,0.1963,29.6794,0.4669,0.4564,4.1836,2.2207,90.3903
6.0026,0.1969,29.857,0.4629,0.4519,4.1254,2.2196,90.7245
5.9992,0.1955,29.9468,0.449,0.4394,4.2216,2.2043,90.9091
5.9985,0.1995,31.4325,0.4473,0.4396,4.2142,2.204,91.0401
6.0239,0.2004,32.3937,0.4389,0.4267,4.1027,2.2073,91.1938
6.0537,0.1991,33.6916,0.4373,0.425,4.2404,2.2004,91.7205
6.1154,0.2019,31.7087,0.4292,0.4198,4.2473,2.2053,92.6061
6.1153,0.205,29.3097,0.4323,0.42100000000000004,4.2747,2.2007,92.8385
6.1282,0.2061,28.6728,0.4342,0.4214,4.1767,2.2089,93.2355
6.1666,0.2104,29.7387,0.4362,0.4218,3.9576,2.2063,93.8743
6.193,0.2069,30.0818,0.4414,0.424,3.9881,2.1978,94.8378
6.2049,0.2072,31.4959,0.4466,0.4249,3.8197,2.2065,95.3638
6.2167,0.2057,31.0421,0.4493,0.4235,3.7882,2.2068,95.8972
6.2199,0.2151,31.3644,0.44299999999999995,0.3955,3.588,2.1948,96.0428
6.2170000000000005,0.2236,31.9783,0.4419,0.39,3.6106,2.185,96.2945
6.2114,0.2209,30.401999999999997,0.444,0.3821,3.8864,2.1790000000000003,96.7245
6.2167,0.2138,28.9309,0.4261,0.369,4.1515,2.1823,98.0168
6.2195,0.2167,31.5023,0.4337,0.3719,4.5072,2.1937,100.2158
6.2148,0.2111,34.2287,0.4083,0.3589,6.0264,2.2206,104.3496
6.2193,0.2075,37.3825,0.9775,0.9276,10.3504,2.2313,107.7094
6.3779,0.2432,46.5293,1.3299,1.3628,9.4822,2.4088,112.5756
6.4517,0.267,49.3164,0.5697,0.5294,7.3845,2.3988,117.1818
6.4098,0.2927,59.681999999999995,0.5786,0.5563,6.2891,2.2955,119.5811
6.3852,0.3437,64.6643,0.6029,0.5609,5.8737,2.2556,120.8887
6.3851,0.3714,63.3793,0.5521,0.5141,6.3304,2.273,121.5236
6.396,0.3635,69.6792,0.4755,0.4564,6.6306,2.2532,121.7828
6.3649,0.3776,71.9308,0.5019,0.4985,7.0133,2.2439,122.9789
6.2887,0.3869,64.3251,0.4718,0.4746,5.4045,2.184,120.6402
6.2975,0.3948,64.3081,0.5298,0.5359,6.5905,2.1963,121.0567
6.2794,0.3953,69.4843,0.5355,0.523,7.9788,2.2157,121.6721
6.2789,0.4342,71.8881,0.5308,0.5564,5.0809,2.2277,121.178
6.2537,0.42,69.0609,0.5082,0.529,6.015,2.2117,121.0242
6.2074,0.4288,66.7105,0.4868,0.5021,7.2806,2.214,121.4866
6.2005,0.3732,62.9934,0.5949,0.6382,10.435,2.2408,118.6594
6.202999999999999,0.39799999999999996,61.9016,0.6008,0.6671,11.6458,2.2488,117.0722
6.2573,0.3844,62.8457,0.7073,0.7633,11.3933,2.2468,113.0254
6.2525,0.4034,62.7777,0.6869,0.7583,8.5224,2.147,113.3278
6.2572,0.3982,62.1527,0.7455,0.8481,12.8621,2.0625,114.537
6.1659,0.4459,55.8286,0.4474,0.4639,15.4054,2.089,114.1178
6.1002,0.4235,42.0263,0.3994,0.4144,4.4111,2.1394,102.7474
6.1606,0.3477,37.9422,0.3998,0.4174,4.0153,2.1585,101.0899
6.1999,0.2731,34.5546,0.4093,0.4235,3.7525,2.1747,97.6278
6.2003,0.2369,33.3938,0.4148,0.4253,3.6414,2.1739,96.06200000000001
6.204,0.2406,33.2933,0.41200000000000003,0.42,3.5375,2.1684,95.9951
6.2010000000000005,0.23800000000000002,28.5642,0.406,0.413,3.5708,2.1892,98.3703
6.1944,0.2293,29.3158,0.409,0.4161,3.7879,2.1773,98.6705
6.206,0.2293,30.8593,0.4066,0.4158,3.7825,2.1743,98.822
6.2106,0.2186,29.4305,0.3904,0.3997,3.5745,2.1751,99.5025
6.2096,0.2208,29.0961,0.3703,0.38299999999999995,3.5036,2.1756,100.2063
6.2114,0.2238,30.9897,0.3623,0.3712,3.7819,2.1734,101.0001
6.2076,0.22699999999999998,31.44,0.3886,0.3943,4.1394,2.1715,102.0553
6.2034,0.2368,31.9953,0.4161,0.4186,4.0043,2.1739,102.8036
6.2637,0.2315,31.8259,0.3594,0.365,4.284,2.1732,103.3769
6.3247,0.2373,32.9096,0.3519,0.3612,4.1561,2.1807,103.4809
6.3507,0.2445,31.9209,0.3538,0.3623,3.9063,2.166,103.5008
6.3675,0.2398,31.1394,0.3558,0.3635,3.9032,2.1562,103.3704
6.377999999999999,0.2358,30.9244,0.3616,0.3686,4.2421,2.1483,103.0808
6.4087,0.2409,28.8717,0.3609,0.364,4.6406,2.1356,102.2111
6.381,0.2366,28.5719,0.3656,0.3654,4.3007,2.1375,102.4315
6.2991,0.2429,30.5143,0.3717,0.3697,4.0589,2.125,102.9609
6.2627,0.2514,32.1025,0.3801,0.3742,4.2729,2.1191,104.3718
6.2608,0.2608,35.7997,0.3693,0.3564,4.9497,2.1364,107.551
6.2538,0.3278,41.0915,0.5776,0.5549,9.3686,2.1534,111.0703
6.3629999999999995,0.2958,51.87,0.5107,0.4759,6.4638,2.1889,109.7503
6.2579,0.3051,41.3319,0.3446,0.3198,4.9054,2.09,106.1152
6.3159,0.3234,42.1349,0.349,0.3115,5.0492,2.0829,107.8364
6.4245,0.3221,47.1698,0.4543,0.3995,7.7047,2.1830000000000003,114.8879
6.4287,0.3278,47.9807,0.4684,0.424,7.015,2.173,116.3418
6.3934,0.3291,49.2932,0.4984,0.4579,5.2167,2.1428,118.4965
6.3675,0.3483,53.1631,0.5717,0.5226,5.0388,2.1545,120.4893
6.2675,0.3497,58.9231,0.6172,0.5716,5.7032,2.2991,125.3012
6.257999999999999,0.3455,63.543,0.6068,0.5623,6.6691,2.2934,126.6015
6.3045,0.3534,66.6796,0.5957,0.5492,6.9926,2.3032,126.9782
6.3425,0.3885,68.9802,0.5836,0.5343,6.2906,2.2833,126.1425
6.359,0.4284,70.28399999999999,0.5897,0.5421,5.9419,2.2732,124.7265
6.347,0.475,69.9916,0.5759,0.525,6.6303,2.2765,124.1014
6.3116,0.4807,70.1132,0.5804,0.5296,8.0279,2.2576,123.5499
6.3056,0.4662,69.6382,0.6056,0.5448,8.3315,2.2844,121.5595
6.3081,0.3907,65.7348,0.4475,0.4254,5.8658,2.2357,118.4034
6.3356,0.3972,54.623999999999995,0.406,0.3716,5.8432,2.125,119.6255
6.3435,0.4062,48.225,0.4358,0.3869,6.0871,2.0483,121.177
6.3856,0.3183,42.8706,0.5203,0.4782,5.6338,2.0067,113.6526
6.4987,0.3281,39.5294,0.3158,0.3208,4.1995,2.0344,106.4037
6.5143,0.3191,37.5482,0.3337,0.3382,3.9887,2.0707,104.182
6.4295,0.2887,35.3139,0.3733,0.3473,4.0697,2.0935,101.0345
6.5293,0.266,31.4845,0.3806,0.3496,6.2141,2.1374,95.3596
6.5452,0.2713,31.7905,0.3954,0.3683,4.9843,2.1316,94.1959
6.6662,0.2728,33.306,0.3777,0.34700000000000003,3.3757,2.1306,93.9402
6.8858,0.2534,32.3165,0.3884,0.3654,3.4938,2.1734,93.0903
6.8902,0.2505,31.0581,0.3892,0.3671,3.5818,2.1583,93.64
6.9131,0.2345,30.7125,0.3851,0.3689,3.3699,2.1916,92.6939
6.928,0.2323,30.3726,0.3898,0.3826,3.2598,2.1895,91.212
6.9228,0.2459,32.0753,0.4276,0.4282,3.3011,2.2156,90.2128
6.8793,0.2462,31.7473,0.4516,0.4685,3.7267,2.2261,89.95700000000001
6.8801,0.2407,34.6536,0.4444,0.4531,4.3474,2.2205,89.338
6.8035,0.2461,41.4529,0.5174,0.5163,5.6247,2.1764,90.0477
6.6956,0.289,48.3771,0.6684,0.6678,11.8643,2.1934,91.3963
6.5773,0.3339,55.7364,0.6744,0.7042,14.7799,2.2481,93.3849
7.077999999999999,0.3183,63.5434,0.7943,0.7392,7.8099,2.2676,97.5091
7.4418,0.3889,60.3004,0.6764,0.6398,5.6859,2.2738,99.3952
6.3829,0.4299,49.6476,0.4909,0.5099,5.6344,2.2366,97.73
6.3849,0.2936,49.687,0.5981,0.6463,4.5365,2.266,92.4439
6.4387,0.2429,47.1226,0.4628,0.4672,3.844,2.2434,88.7629
6.506,0.2693,38.3608,0.4504,0.4673,3.8715,2.202,86.6832
6.6278,0.2445,34.3755,0.4403,0.4573,3.8261,2.2155,87.8478
6.9791,0.2182,28.5134,0.3562,0.3746,2.8989999999999996,2.182,92.9279
7.0369,0.2008,28.9147,0.3343,0.3503,3.2166,2.1603,96.0813
7.0520000000000005,0.2078,29.3709,0.3381,0.341,3.1593,2.1511,96.7762
7.0446,0.2305,29.0675,0.4026,0.3899,3.2663,2.1471,97.2541
7.0227,0.2318,29.7794,0.3274,0.3349,3.2611,2.149,97.6415
7.0158,0.22699999999999998,30.1989,0.3314,0.3474,3.2535,2.1452,98.5232
7.0423,0.2326,29.052,0.3412,0.3539,3.1641,2.1471,99.6942
7.0639,0.2358,29.7275,0.3576,0.3617,3.1245,2.1426,100.6933
7.0698,0.2237,28.0664,0.3788,0.3797,2.6803,2.1534,101.0764
7.0564,0.2255,29.557,0.4247,0.4138,2.8328,2.176,96.6483
7.0659,0.2301,28.0327,0.4669,0.4526,3.0303,2.186,93.3311
7.0845,0.2303,27.1699,0.5193,0.5086,3.6481,2.1935,92.7369
7.0972,0.2286,28.0509,0.5293,0.5187,3.9766,2.1882,92.0632
7.077999999999999,0.2178,29.1749,0.5219,0.5084,3.7516,2.1831,91.3479
7.0615,0.2111,30.2066,0.5142,0.4977,3.4967,2.2041,90.9692
7.0498,0.2214,31.9776,0.5433,0.5294,3.2818,2.2318,90.8932
7.0306,0.2245,30.8906,0.5499,0.5342,3.198,2.238,90.4992
7.0278,0.218,30.3887,0.5365,0.5192,3.2081,2.2381,90.2588
7.0211,0.1899,31.5337,0.598,0.5863,3.7755,2.2424,90.04700000000001
7.0211,0.1987,32.5856,0.5623,0.5389,3.7937,2.2392,89.93799999999999
7.0211,0.2095,32.6192,0.5525,0.5095,3.5127,2.2349,89.8605
7.021,0.2038,28.9651,0.5708,0.5179,3.5362,2.2229,89.7462
7.0198,0.2036,26.5534,0.5987,0.5437,3.4599,2.226,89.7723
7.0086,0.2033,27.4289,0.6195,0.5581,3.2982,2.2535,89.9836
6.9943,0.2026,28.4215,0.6411,0.5823,3.2075,2.2672,90.5923
7.0068,0.2003,29.1772,0.6609999999999999,0.6081,3.1891,2.2489,91.6311
7.0098,0.2015,31.551,0.6769,0.6242,3.5332,2.2346,92.3804
7.0262,0.2091,33.4217,0.7382,0.7423,2.7159,2.2367,92.3213
7.0239,0.2147,30.1929,0.9407,0.9316,3.0131,2.2346,91.9042
6.7791,0.20600000000000002,26.8506,0.8712,0.7844,3.5321,2.2335,91.86200000000001
6.7545,0.2084,29.0395,0.7981,0.6809,4.8151,2.2548,92.7163
6.6862,0.2041,29.8336,0.7546,0.6601,6.4262,2.281,92.5619
6.6453,0.2026,30.4106,0.8152,0.7185,6.8777,2.279,92.1649
6.6948,0.2106,31.4808,0.8255,0.7276,6.0503,2.278,91.5853
6.7991,0.2105,30.3231,0.7685,0.6783,4.0723,2.2672,91.5563
6.8563,0.2017,29.6768,0.6944,0.6185,3.0012,2.2518,91.3184
6.8569,0.1995,30.7066,0.6497,0.5859,3.5805,2.2234,91.2502
6.8048,0.201,31.0793,0.632,0.5723,4.0824,2.1972,91.0521
6.8277,0.1994,31.947,0.606,0.5753,3.7423,2.2324,89.5711
6.8097,0.1987,32.3218,0.5948,0.5744,3.4693,2.2356,88.9644
6.7956,0.192,32.3912,0.5622,0.539,4.1177,2.2385,88.5478
6.6231,0.1897,32.2644,0.5192,0.4947,5.3748,2.2412,88.5731
6.5781,0.1983,31.8939,0.489,0.4759,4.6184,2.237,88.79899999999999
6.6291,0.2058,32.4783,0.4976,0.4969,3.4823,2.2338,89.2325
6.646,0.2061,32.9944,0.5699,0.5529999999999999,3.3679,2.2191,89.5564
6.7727,0.1991,31.5428,0.6089,0.6451,3.3356,2.2071,89.6313
6.9353,0.2028,31.3478,0.6141,0.6587,3.7229,2.2299,89.4289
6.9997,0.209,31.3648,0.622,0.6764,4.0377,2.2333,89.079
7.0112,0.2078,30.3194,0.622,0.6848,4.4345,2.2319,88.675
7.0188,0.2022,28.6448,0.622,0.693,5.34,2.2632,88.2666
7.0021,0.20600000000000002,27.5867,0.623,0.7099,3.6959,2.2582,87.6605
6.9873,0.2075,26.6619,0.623,0.7184,4.0035,2.2525,87.6468
6.9564,0.2131,25.8803,0.6247,0.7158,3.7099,2.2454,87.0031
6.9452,0.2075,26.2414,0.6222,0.6902,4.4819,2.2685,82.8886
6.8854,0.2073,26.5531,0.5716,0.6145,5.4469,2.2662,79.9688
6.8344,0.18899999999999997,28.1297,0.5253,0.6506,5.7207,2.2432,72.3897
6.6073,0.1228,29.6975,1.8267,2.3018,4.4116,2.2751,68.4424
6.6055,0.1163,26.9014,3.6925,4.4377,4.5621,2.2952,70.2307
6.5767,0.0996,26.6472,3.5557,1.9956,5.7832,2.3746,73.7964
6.3122,0.11800000000000001,27.4958,1.8562,1.8504,6.6524,2.5293,80.6954
6.4094,0.1517,28.37,1.2747,1.3722,5.6929,2.3686,83.8908
6.4717,0.1721,30.6693,0.4481,0.5543,5.8870000000000005,2.182,89.2381
6.8983,0.1972,31.4688,0.4512,0.4763,3.2328,2.2193,87.2197
6.9247,0.2014,32.8989,0.4643,0.4893,3.1549,2.2168,85.9556
6.9322,0.2077,34.0355,0.4905,0.5027,4.5153,2.2402,82.0912
6.9261,0.2122,37.2187,0.5037,0.5168,4.8101,2.241,81.2498
6.9148,0.2151,42.8974,0.574,0.585,5.3339,2.2531,83.4613
6.8709,0.2245,49.266000000000005,0.6001,0.5984,8.4029,2.2865,89.506
6.5439,0.289,53.596000000000004,0.609,0.598,12.562999999999999,2.3247,100.9145
6.3442,0.3143,57.2272,0.6193,0.6063,10.27,2.2839,108.6653
6.3667,0.3191,59.5098,0.6257,0.6095,7.2808,2.23,111.50200000000001
6.3696,0.35700000000000004,60.5341,0.6333,0.6153,7.4574,2.2108,109.9611
6.3566,0.3576,66.408,0.6527,0.6307,6.3131,2.2775,107.6409
6.364,0.3505,66.8654,0.6249,0.5992,5.2561,2.2354,106.9472
6.3667,0.3525,62.7243,0.5811,0.5466,5.2919,2.2203,106.6256
6.4274,0.3124,54.1257,0.6073,0.5658,6.6603,2.2492,105.5891
6.4485,0.301,56.7808,0.6425,0.6168,6.3405,2.255,106.0174
6.4671,0.309,56.0012,0.6527,0.6424,6.7476,2.2868,106.5476
6.4732,0.3279,54.8561,0.6747,0.6689,7.6924,2.2926,107.8505
6.4703,0.3279,59.7652,0.6703,0.6573,8.1003,2.276,109.6177
6.4714,0.3367,63.2107,0.6566,0.6419,8.0179,2.2767,110.9735
6.4727,0.3366,64.1951,0.645,0.6432,7.216,2.278,112.34
6.4693,0.3981,68.4206,0.5793,0.5457,9.682,2.2838,115.4302
6.4729,0.3857,66.8652,0.601,0.5865,11.3055,2.2839,117.8223
6.5257,0.3861,63.8059,0.6072,0.6679999999999999,7.3859,2.2423,121.1655
6.6078,0.3915,64.3325,0.6079,0.6133,9.2008,2.2368,122.1219
6.6833,0.4018,65.2218,0.623,0.6219,11.9244,2.249,121.9662
6.7285,0.3917,66.8876,0.6254,0.6049,11.5965,2.2639,122.6203
6.7234,0.3817,71.5537,0.6632,0.6407,9.9789,2.2905,125.9987
6.6473,0.42,67.9724,0.6656,0.638,9.8781,2.3161,125.1467
6.5563,0.4288,64.8863,0.6517,0.639,9.3436,2.2891,123.2978
6.4612,0.3935,64.5949,0.6559999999999999,0.6035,13.0341,2.3235,121.7302
6.4804,0.382,66.2041,0.6744,0.6451,15.9011,2.3658,118.5699
6.486000000000001,0.4022,65.8517,0.5979,0.5820000000000001,6.8575,2.181,110.4865
6.4916,0.3684,60.5629,0.5506,0.5281,5.2802,2.1433,105.755
6.4918,0.3603,50.784,0.5343,0.5172,6.3283,2.2051,102.0349
6.5194,0.2537,43.6561,0.5432,0.5539,6.1931,2.234,100.1834
6.4212,0.2758,48.9862,0.5706,0.5762,5.3891,2.2074,101.7157
6.3701,0.2824,52.2491,0.5824,0.6029,5.3931,2.2309,106.0689
6.3771,0.2931,54.5931,0.5744,0.5983,8.3159,2.2707,111.8443
6.4485,0.3639,58.66,0.637,0.6591,9.2898,2.2251,128.0685
6.489,0.3964,59.4961,0.5792,0.5931,6.4906,2.1846,120.9008
6.3828,0.38799999999999996,58.3307,0.4051,0.4138,5.4989,2.1884,110.2773
6.3208,0.3819,52.8456,0.4012,0.428,5.0333,2.1609,107.5577
6.3507,0.3039,48.8346,0.3893,0.4181,5.5174,2.1384,107.3865
6.4002,0.2771,43.9047,0.3753,0.39799999999999996,6.3264,2.1339,107.6642
6.44,0.2889,41.2123,0.4003,0.3797,6.6368,2.1199,108.4564
6.5111,0.2937,41.577,0.4755,0.4383,7.1829,2.1111,109.4656
6.5504,0.3093,43.6479,0.469,0.4647,7.3207,2.104,110.0584
6.5619,0.31,42.9374,0.263,0.3053,6.6629,2.0459,111.7545
6.5848,0.316,37.5044,0.3247,0.32899999999999996,6.2166,2.0598,111.4122
6.6941,0.3215,35.1771,0.3646,0.3517,4.9309,2.0557,111.04899999999999
6.7665,0.3419,35.036,0.3592,0.3376,4.1113,2.0505,110.838
6.7677,0.3248,34.3299,0.3347,0.3292,3.9004,2.0415,110.2581
6.7758,0.3039,33.1711,0.3282,0.3273,3.8803,2.0332,107.7686
6.8306,0.3009,33.0169,0.3213,0.3253,3.8154,2.0385,105.8214
6.893,0.2953,33.4305,0.3059,0.289,4.2347,2.0884,102.7429
6.8912,0.2858,33.2578,0.3205,0.2935,4.3153,2.0882,102.1108
7.0209,0.2923,32.1119,0.3305,0.3251,5.0431,2.1193,103.1931
6.9535,0.2801,31.0414,0.3144,0.3247,5.1782,2.0822,107.5543
6.8758,0.2786,31.5177,0.2942,0.316,4.7304,2.0774,107.1028
6.7379999999999995,0.2756,30.574,0.2992,0.3167,5.7948,2.0846,105.5354
6.7379,0.2822,30.6067,0.3092,0.3177,5.3321,2.0889,105.7487
6.792999999999999,0.2736,29.3138,0.2977,0.3084,4.4374,2.0833,107.0103
6.785,0.2724,29.3908,0.2956,0.3062,4.3983,2.0814,107.2748
6.6854,0.2687,30.1333,0.29600000000000004,0.3032,4.6282,2.0871,107.1045
6.6759,0.2808,29.8307,0.2971,0.3033,4.567,2.0955,106.7104
6.6554,0.2908,30.4865,0.3038,0.3069,4.4738,2.0996,106.1129
6.6647,0.27899999999999997,30.3132,0.3097,0.3099,4.5029,2.0871,105.4364
6.6857,0.27,30.9725,0.3079,0.308,4.426,2.0886,105.3973
6.6825,0.2658,31.2756,0.2999,0.3002,4.2532,2.1035,105.8608
6.68,0.2628,31.0361,0.3192,0.3111,4.3109,2.1077,106.2137
6.6818,0.276,31.0335,0.3234,0.314,4.523,2.1161,106.2257
6.6795,0.2701,29.982,0.3081,0.3018,4.6326,2.1153,106.6692
6.6707,0.2628,30.4849,0.3026,0.298,4.5209,2.1061,106.6257
6.6701,0.2651,30.2761,0.2947,0.2932,4.4124,2.1034,106.0767
6.6842,0.2693,30.1426,0.3017,0.301,4.4905,2.1136,104.4934
6.7144,0.265,31.2666,0.3128,0.312,4.522,2.1282,103.0459
6.7543,0.2508,32.4583,0.335,0.3378,4.3264,2.1392,101.1121
6.7598,0.2533,32.1418,0.3338,0.3423,4.5353,2.1304,101.3976
6.7697,0.2547,31.6267,0.3316,0.3387,4.8853,2.1366,102.5522
6.7684,0.2502,31.2171,0.3281,0.3352,5.3726,2.1258,103.4285
6.7655,0.2476,30.6295,0.3102,0.3194,5.507000000000001,2.1159,103.9201
6.7816,0.2471,30.4347,0.3038,0.3109,4.9645,2.1145,104.0347
6.8247,0.248,31.283,0.3263,0.3334,4.5524,2.1233,104.1634
6.8452,0.2548,30.671,0.3176,0.32899999999999996,4.5419,2.1247,104.2519
6.8147,0.2687,29.3143,0.3092,0.3176,4.195,2.1278,104.43700000000001
6.8034,0.257,28.5048,0.316,0.3197,4.3815,2.1212,104.2912
6.8023,0.2537,29.9689,0.3203,0.3225,4.5963,2.1256,104.2335
6.8116,0.2516,30.8052,0.3159,0.3221,4.8355,2.1328,104.3061
6.8225,0.2422,31.3702,0.3119,0.3212,4.7935,2.1352,104.3576
6.8362,0.2415,32.0106,0.3136,0.3218,4.5434,2.1349,104.3009
6.8475,0.2492,31.78,0.3167,0.3269,4.4054,2.133,104.2289
6.8516,0.2579,30.511,0.3159,0.3306,4.3696,2.1288,104.1968
6.8495,0.2623,30.9754,0.3073,0.3238,4.1344,2.1325,104.3896
6.8453,0.2707,30.8559,0.3023,0.317,3.8985,2.1313,104.77
6.8458,0.2688,28.9387,0.3029,0.3135,3.865,2.1104,105.5057
